Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Date,Time
Autauga,Alabama,US,32.53952745,-86.64408227,2244,31,2020-11-06,05:24:55
Baldwin,Alabama,US,30.72774991,-87.72207058,7133,77,2020-11-06,05:24:55
Barbour,Alabama,US,31.868263,-85.3871286,1089,9,2020-11-06,05:24:55
Bibb,Alabama,US,32.99642064,-87.12511459999997,920,15,2020-11-06,05:24:55
Blount,Alabama,US,33.98210918,-86.56790593,2258,25,2020-11-06,05:24:55
Bullock,Alabama,US,32.10030533,-85.71265535,662,17,2020-11-06,05:24:55
Butler,Alabama,US,31.75300095,-86.68057478,1043,41,2020-11-06,05:24:55
Calhoun,Alabama,US,33.77483727,-85.82630386,5072,66,2020-11-06,05:24:55
Chambers,Alabama,US,32.91360079,-85.39072749,1469,48,2020-11-06,05:24:55
Cherokee,Alabama,US,34.17805983,-85.60638968,833,15,2020-11-06,05:24:55
Chilton,Alabama,US,32.85044126,-86.7173256,1992,33,2020-11-06,05:24:55
Choctaw,Alabama,US,32.02227341,-88.26564429999998,403,12,2020-11-06,05:24:55
Clarke,Alabama,US,31.68099859,-87.83548597,1434,18,2020-11-06,05:24:55
Clay,Alabama,US,33.26984193,-85.85836077,806,13,2020-11-06,05:24:55
Cleburne,Alabama,US,33.67679204,-85.52005899,617,10,2020-11-06,05:24:55
Coffee,Alabama,US,31.39932826,-85.98901039,1946,11,2020-11-06,05:24:55
Colbert,Alabama,US,34.69847452,-87.80168544,2423,32,2020-11-06,05:24:55
Conecuh,Alabama,US,31.43401703,-86.99320044,598,13,2020-11-06,05:24:55
Coosa,Alabama,US,32.93690146,-86.24847739,235,3,2020-11-06,05:24:55
Covington,Alabama,US,31.2477854,-86.45050893,1933,32,2020-11-06,05:24:55
Crenshaw,Alabama,US,31.72941803,-86.31593104,639,30,2020-11-06,05:24:55
Cullman,Alabama,US,34.13020303,-86.86888037,3083,26,2020-11-06,05:24:55
Dale,Alabama,US,31.43037123,-85.61095742,1998,52,2020-11-06,05:24:55
Dallas,Alabama,US,32.32688101,-87.10866709999998,1967,27,2020-11-06,05:24:55
DeKalb,Alabama,US,34.45946862,-85.80782906,3818,31,2020-11-06,05:24:55
Elmore,Alabama,US,32.59785413,-86.14415284,3396,59,2020-11-06,05:24:55
Escambia,Alabama,US,31.1256789,-87.15918694,1816,31,2020-11-06,05:24:55
Etowah,Alabama,US,34.04567266,-86.04051873,4788,57,2020-11-06,05:24:55
Fayette,Alabama,US,33.72076938,-87.73886638,647,15,2020-11-06,05:24:55
Franklin,Alabama,US,34.44235334,-87.84289505,2225,32,2020-11-06,05:24:55
Geneva,Alabama,US,31.09389027,-85.83572839,1013,8,2020-11-06,05:24:55
Greene,Alabama,US,32.85504247,-87.95684022,355,17,2020-11-06,05:24:55
Hale,Alabama,US,32.76039258,-87.63284988,818,30,2020-11-06,05:24:55
Henry,Alabama,US,31.51148016,-85.24267944,771,6,2020-11-06,05:24:55
Houston,Alabama,US,31.15197924,-85.29939599,4440,35,2020-11-06,05:24:55
