"","X.18426.","X.29.","X.0.000413223140495868.","X.0.227272727272727.","X.0.681818181818182.","X.0.00084525.","X.0.0119318181818182.","X.0.00107386363636364.","X.0.0012075.","X.Medium.Risk."
"1","19094","191","0.00272157309774865","1.49686520376176","4.49059561128527","0.00556699137931035","0.0785854231974922","0.0070726880877743","0.00795284482758621","High Risk"
"15","19093","183","0.00260758050726703","1.43416927899687","4.3025078369906","0.00533381896551724","0.0752938871473354","0.00677644984326019","0.00761974137931034","High Risk"
"29","19092","183","0.00260758050726703","1.43416927899687","4.3025078369906","0.00533381896551724","0.0752938871473354","0.00677644984326019","0.00761974137931034","High Risk"
"43","19091","183","0.00260758050726703","1.43416927899687","4.3025078369906","0.00533381896551724","0.0752938871473354","0.00677644984326019","0.00761974137931034","High Risk"
"57","19090","163","0.00232259903106298","1.27742946708464","3.83228840125392","0.00475088793103448","0.0670650470219436","0.00603585423197492","0.00678698275862069","High Risk"
"71","19089","165","0.00235109717868339","1.29310344827586","3.87931034482759","0.00480918103448276","0.0678879310344828","0.00610991379310345","0.00687025862068965","High Risk"
"85","19088","166","0.00236534625249359","1.30094043887147","3.90282131661442","0.0048383275862069","0.0682993730407524","0.00614694357366771","0.00691189655172414","High Risk"
"99","19087","166","0.00236534625249359","1.30094043887147","3.90282131661442","0.0048383275862069","0.0682993730407524","0.00614694357366771","0.00691189655172414","High Risk"
"113","19086","170","0.0024223425477344","1.33228840125392","3.99686520376176","0.00495491379310345","0.0699451410658307","0.00629506269592476","0.00707844827586207","High Risk"
"127","19085","170","0.0024223425477344","1.33228840125392","3.99686520376176","0.00495491379310345","0.0699451410658307","0.00629506269592476","0.00707844827586207","High Risk"
"141","19084","170","0.0024223425477344","1.33228840125392","3.99686520376176","0.00495491379310345","0.0699451410658307","0.00629506269592476","0.00707844827586207","High Risk"
"155","19083","152","0.00216585921915076","1.19122257053292","3.57366771159875","0.00443027586206897","0.0625391849529781","0.00562852664576802","0.00632896551724138","High Risk"
"169","19082","150","0.00213736107153035","1.17554858934169","3.52664576802508","0.00437198275862069","0.0617163009404389","0.0055544670846395","0.00624568965517241","High Risk"
"183","19081","143","0.00203761755485893","1.12068965517241","3.36206896551724","0.00416795689655172","0.0588362068965517","0.00529525862068966","0.00595422413793103","High Risk"
